age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,ModelPrediction,y
32,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,459,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.962472803,no
37,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,739,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.964077383,yes
42,admin.,married,university.degree,no,no,no,cellular,aug,wed,21,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.956197841,no
35,admin.,married,university.degree,no,yes,no,cellular,aug,wed,252,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.958366135,no
46,management,married,high.school,no,no,no,cellular,aug,wed,322,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.962979571,no
43,technician,married,professional.course,unknown,no,no,cellular,aug,wed,54,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.968043893,no
58,retired,married,professional.course,no,yes,no,cellular,aug,wed,406,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.952624291,no
32,technician,single,university.degree,no,yes,no,cellular,aug,wed,127,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.951110981,no
30,admin.,married,university.degree,no,yes,no,cellular,aug,wed,395,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.958361049,no
42,admin.,single,university.degree,no,no,no,cellular,aug,wed,286,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.947297702,no
57,blue-collar,married,basic.6y,no,no,no,cellular,aug,wed,433,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.962646924,no
43,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,57,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.950467671,no
59,retired,married,high.school,no,no,no,cellular,aug,wed,292,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.953144613,no
48,admin.,married,high.school,unknown,no,no,cellular,aug,wed,562,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.968740489,no
34,admin.,divorced,high.school,no,no,no,cellular,aug,wed,176,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.960606487,no
53,technician,single,professional.course,no,no,no,cellular,aug,wed,293,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.948027109,no
54,retired,married,high.school,no,no,no,cellular,aug,wed,543,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.956581117,no
42,technician,married,professional.course,no,yes,no,cellular,aug,wed,685,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.957668141,no
33,technician,married,high.school,no,yes,yes,cellular,aug,wed,45,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.964685279,no
45,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,61,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.967227216,no
35,self-employed,married,basic.4y,unknown,unknown,unknown,cellular,aug,wed,227,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.973103761,no
43,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,79,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.949198686,no
37,admin.,married,university.degree,no,no,no,cellular,aug,wed,426,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.95506325,no
31,services,married,professional.course,unknown,no,yes,cellular,aug,wed,80,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.973376945,no
33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,236,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.951626632,no
29,technician,single,university.degree,no,yes,yes,cellular,aug,wed,626,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.953117632,no
41,technician,married,high.school,no,yes,yes,cellular,aug,wed,105,6,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.96505329,no
32,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,275,9,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.967836653,no
49,management,married,university.degree,no,unknown,unknown,cellular,aug,wed,178,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.95762991,no
55,admin.,married,university.degree,no,no,no,cellular,aug,wed,54,6,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.954392415,no
32,admin.,single,university.degree,no,no,no,cellular,aug,wed,226,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.95235817,no
29,management,married,university.degree,no,no,yes,cellular,aug,wed,181,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.958829168,no
47,entrepreneur,married,basic.6y,unknown,no,no,telephone,aug,wed,244,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.969370816,no
30,self-employed,single,university.degree,no,yes,yes,cellular,aug,wed,131,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.955470891,no
39,technician,married,high.school,no,yes,yes,cellular,aug,wed,132,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.961669704,no
47,management,married,university.degree,no,yes,yes,cellular,aug,wed,135,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.955574163,no
49,housemaid,married,university.degree,no,yes,no,cellular,aug,wed,210,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.954275745,no
31,technician,single,university.degree,no,yes,yes,cellular,aug,wed,107,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.951425466,no
52,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,wed,1250,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.974509591,yes
42,technician,married,professional.course,no,yes,yes,cellular,aug,wed,40,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.958793391,no
43,admin.,single,university.degree,no,no,yes,cellular,aug,wed,1471,7,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.953394026,yes
46,management,married,high.school,no,yes,yes,cellular,aug,wed,1456,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.962649375,yes
35,technician,married,professional.course,no,yes,yes,cellular,aug,thu,122,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.961245152,no
42,technician,married,professional.course,no,yes,no,cellular,aug,thu,108,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.957674494,no
45,technician,divorced,professional.course,no,no,no,cellular,aug,thu,110,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.956334307,no
45,unemployed,married,high.school,no,no,no,cellular,aug,thu,186,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.960133821,no
43,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,297,7,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.959899713,no
48,technician,married,high.school,no,no,no,cellular,aug,thu,157,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.95920197,no
41,technician,married,unknown,unknown,yes,yes,cellular,aug,thu,93,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.967655156,no
37,technician,married,high.school,unknown,no,no,cellular,aug,thu,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.96920316,no
30,technician,single,university.degree,no,yes,yes,cellular,aug,thu,1288,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.952887225,yes
36,admin.,married,university.degree,no,no,no,cellular,aug,thu,187,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.95296625,no
33,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,59,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.965346633,no
44,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,420,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.956108058,no
47,technician,married,professional.course,no,yes,no,cellular,aug,thu,117,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.955467446,no
47,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,82,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.963023858,no
39,technician,single,professional.course,no,no,no,cellular,aug,thu,122,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.950329589,no
39,technician,single,professional.course,no,yes,no,cellular,aug,thu,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.951076026,no
32,technician,single,university.degree,no,no,no,cellular,aug,thu,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.947799077,no
32,technician,married,university.degree,no,yes,no,cellular,aug,thu,67,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.955042208,no
47,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,267,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.963586837,no
32,technician,married,university.degree,no,yes,no,cellular,aug,thu,74,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.955042208,no
32,technician,married,university.degree,no,no,yes,cellular,aug,thu,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.955562653,no
32,technician,married,university.degree,no,yes,no,cellular,aug,thu,318,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.955042208,no
30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,78,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.961287821,no
32,technician,married,university.degree,no,yes,no,cellular,aug,thu,402,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.955042208,no
30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,133,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.961287821,no
30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.961287821,no
30,technician,single,university.degree,unknown,no,no,cellular,aug,thu,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.960690747,no
32,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,51,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.950712041,no
30,technician,married,high.school,no,no,no,cellular,aug,thu,51,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.960820022,no
39,technician,single,university.degree,no,no,no,cellular,aug,thu,163,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.945932354,no
30,technician,single,university.degree,unknown,no,no,cellular,aug,thu,666,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.960690747,no
38,admin.,married,university.degree,no,no,no,cellular,aug,thu,395,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.95248876,yes
38,admin.,married,university.degree,no,no,no,cellular,aug,thu,326,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.95248876,no
39,technician,single,university.degree,no,yes,no,cellular,aug,thu,292,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.946741168,no
48,admin.,married,high.school,no,no,no,cellular,aug,thu,663,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.957736506,yes
51,housemaid,married,basic.4y,unknown,no,yes,cellular,aug,thu,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.968153288,no
34,student,single,university.degree,no,no,no,cellular,aug,thu,387,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.945215826,no
29,admin.,married,university.degree,no,no,no,cellular,aug,thu,108,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.954601779,no
56,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,135,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.970649165,no
39,technician,single,professional.course,no,yes,no,cellular,aug,thu,142,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.951076026,no
48,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,85,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.972266244,no
30,admin.,married,university.degree,no,no,no,cellular,aug,thu,287,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.954371492,no
44,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,1056,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.965677455,yes
46,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,48,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.97414108,no
39,technician,married,professional.course,no,yes,no,cellular,aug,thu,253,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.957237441,no
38,services,single,high.school,no,yes,no,cellular,aug,thu,228,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.959107723,no
46,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,thu,124,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.973736831,no
30,student,single,university.degree,no,yes,yes,cellular,aug,thu,358,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.948497983,no
46,self-employed,married,basic.4y,no,no,yes,cellular,aug,thu,239,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.959602249,no
48,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,84,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.972266244,no
48,admin.,married,unknown,no,no,no,cellular,aug,thu,262,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.953493339,no
48,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,224,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.972593021,no
48,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,274,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.972593021,no
36,technician,married,university.degree,no,yes,yes,cellular,aug,thu,22,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.955338031,no
54,blue-collar,married,basic.4y,unknown,yes,no,telephone,aug,thu,309,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.9721264,no
46,technician,single,professional.course,no,no,no,cellular,aug,thu,128,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.948548445,no
36,technician,married,university.degree,no,yes,no,cellular,aug,thu,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.954122938,no
35,technician,single,university.degree,no,yes,no,cellular,aug,thu,159,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.947800259,no
35,technician,single,university.degree,no,yes,no,cellular,aug,thu,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.947800259,no
31,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,thu,63,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.9712967,no
35,technician,single,university.degree,no,yes,yes,cellular,aug,thu,30,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.949173892,no
31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,1462,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.950959848,no
35,technician,single,university.degree,no,yes,yes,cellular,aug,thu,205,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.949173892,no
35,technician,single,university.degree,no,no,no,cellular,aug,thu,165,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.947006628,no
52,blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,152,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.964788839,no
29,technician,single,high.school,no,no,no,cellular,aug,thu,225,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.958662072,no
32,technician,married,university.degree,no,yes,no,cellular,aug,thu,228,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.956171965,no
44,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,36,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.963342145,no
29,technician,single,professional.course,no,yes,no,cellular,aug,thu,199,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.953484468,no
35,technician,married,professional.course,no,no,no,cellular,aug,thu,154,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.957452935,no
44,admin.,married,university.degree,unknown,yes,yes,cellular,aug,thu,163,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.96432219,no
41,admin.,single,university.degree,unknown,yes,no,cellular,aug,thu,566,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.960716971,yes
45,blue-collar,married,professional.course,no,yes,no,cellular,aug,thu,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.963077935,no
33,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,1834,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.955581321,no
45,blue-collar,married,professional.course,no,no,no,cellular,aug,thu,398,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.962507394,no
49,housemaid,married,university.degree,no,yes,yes,cellular,aug,thu,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.954347237,no
33,admin.,married,university.degree,no,no,no,cellular,aug,thu,148,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.95367394,no
56,retired,married,high.school,unknown,yes,no,cellular,aug,thu,674,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.964586383,yes
43,admin.,single,university.degree,no,no,yes,cellular,aug,thu,306,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.948432825,no
33,admin.,married,university.degree,no,no,yes,cellular,aug,thu,196,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.954900363,no
32,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,1327,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.954323963,yes
31,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,46,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.953636517,no
38,services,single,high.school,no,yes,no,cellular,aug,thu,235,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.959107723,no
31,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,177,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.953636517,no
31,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,359,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.952927213,no
59,retired,married,professional.course,no,no,no,cellular,aug,thu,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.949154228,no
58,retired,married,professional.course,no,yes,yes,cellular,aug,thu,173,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.951483481,no
34,technician,divorced,university.degree,no,yes,yes,cellular,aug,thu,526,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.95461685,yes
33,technician,married,high.school,no,no,yes,cellular,aug,thu,401,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.962256451,yes
48,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,122,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.973872665,no
41,technician,divorced,university.degree,no,no,no,cellular,aug,thu,140,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.95096856,no
41,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,95,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.951705883,no
41,technician,divorced,university.degree,no,no,no,cellular,aug,thu,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.95096856,no
40,housemaid,divorced,basic.9y,no,yes,no,cellular,aug,thu,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.96113326,no
31,admin.,single,university.degree,unknown,no,yes,cellular,aug,thu,116,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.96116488,no
31,admin.,single,university.degree,unknown,yes,no,cellular,aug,thu,67,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.960707349,no
35,technician,single,university.degree,no,no,no,cellular,aug,thu,92,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.948327389,no
52,management,married,university.degree,unknown,yes,yes,cellular,aug,thu,118,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.964499352,no
32,technician,married,university.degree,no,no,no,cellular,aug,thu,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.954353379,no
32,technician,married,university.degree,no,no,no,cellular,aug,thu,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.954353379,no
42,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,85,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.953412897,no
32,technician,married,university.degree,no,no,no,cellular,aug,thu,251,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.954353379,no
48,services,married,basic.4y,unknown,no,no,cellular,aug,thu,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.970092844,no
48,services,married,basic.4y,unknown,yes,no,cellular,aug,thu,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.970551486,no
39,admin.,single,high.school,no,yes,no,cellular,aug,thu,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.953318033,no
39,admin.,single,high.school,no,no,yes,cellular,aug,thu,92,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.953857473,no
39,admin.,single,high.school,no,unknown,unknown,cellular,aug,thu,125,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.954850282,no
39,admin.,single,high.school,no,no,no,cellular,aug,thu,257,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.952604098,no
55,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,100,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.962069238,no
49,admin.,married,basic.9y,unknown,no,yes,cellular,aug,thu,86,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.970215279,no
49,management,married,university.degree,no,yes,no,cellular,aug,thu,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.952722877,no
35,technician,single,professional.course,no,yes,no,cellular,aug,thu,493,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.95205328,no
56,admin.,married,basic.6y,unknown,no,no,cellular,aug,thu,102,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.964190757,no
49,admin.,married,high.school,unknown,yes,no,cellular,aug,thu,82,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.967428078,no
44,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,169,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.95049254,no
50,services,married,basic.6y,no,yes,no,cellular,aug,thu,181,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.960358828,no
53,blue-collar,married,basic.9y,unknown,yes,yes,cellular,aug,thu,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.97391361,no
47,admin.,single,university.degree,no,yes,no,cellular,aug,thu,156,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.948101197,no
30,blue-collar,single,high.school,no,yes,no,cellular,aug,thu,296,7,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.968293846,no
31,admin.,married,high.school,no,no,no,cellular,aug,thu,57,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.960232827,no
33,technician,single,professional.course,no,no,no,cellular,aug,thu,14,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.951809624,no
46,technician,single,university.degree,no,no,no,cellular,aug,thu,185,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.945394128,no
41,technician,married,professional.course,no,yes,no,cellular,aug,thu,306,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.956801346,no
29,admin.,single,high.school,no,yes,no,cellular,aug,thu,61,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.955621255,no
41,unemployed,divorced,university.degree,unknown,yes,no,cellular,aug,thu,122,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.964507646,no
29,admin.,single,high.school,no,yes,yes,cellular,aug,thu,150,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.95679846,no
41,unemployed,divorced,university.degree,unknown,yes,no,cellular,aug,thu,229,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.964507646,no
30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,103,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.962266831,no
36,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.964810678,no
50,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,thu,203,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.973189087,no
36,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.964265919,no
36,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.964265919,no
48,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,thu,106,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.974143689,no
45,self-employed,married,basic.4y,no,no,no,cellular,aug,thu,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.958708492,no
37,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.96408281,no
37,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,244,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.964630259,no
59,retired,married,high.school,no,unknown,unknown,telephone,aug,thu,204,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.955373064,no
36,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,197,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.952909627,no
46,technician,single,university.degree,no,no,no,cellular,aug,thu,119,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.946752816,no
50,admin.,married,university.degree,no,no,no,cellular,aug,thu,88,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.950786997,no
38,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,231,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.959639496,no
34,technician,married,high.school,no,yes,no,cellular,aug,thu,112,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.964458807,no
39,admin.,single,high.school,no,no,yes,cellular,aug,thu,216,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.955015599,no
56,retired,married,high.school,unknown,yes,no,cellular,aug,thu,252,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.96548497,no
